Country,date,cases
Canada,7/6/20,325
Canada,7/7/20,325
Canada,7/8/20,325
Canada,7/9/20,325
Canada,7/10/20,325
Canada,7/11/20,325
Canada,1/22/20,0
Canada,1/23/20,0
Canada,1/24/20,0
Canada,1/25/20,0
Canada,1/26/20,0
Canada,1/27/20,0
Canada,1/28/20,0
Canada,1/29/20,0
Canada,1/30/20,0
Canada,1/31/20,0
Canada,2/1/20,0
Canada,2/2/20,0
Canada,2/3/20,0
Canada,2/4/20,0
Canada,2/5/20,0
Canada,2/6/20,0
Canada,2/7/20,0
Canada,2/8/20,0
Canada,2/9/20,0
Canada,2/10/20,0
Canada,2/11/20,0
Canada,2/12/20,0
Canada,2/13/20,0
Canada,2/14/20,0
Canada,2/15/20,0
Canada,2/16/20,0
Canada,2/17/20,0
Canada,2/18/20,0
Canada,2/19/20,0
Canada,2/20/20,0
Canada,2/21/20,0
Canada,2/22/20,0
Canada,2/23/20,0
Canada,2/24/20,0
Canada,2/25/20,0
Canada,2/26/20,0
Canada,2/27/20,0
Canada,2/28/20,0
Canada,2/29/20,0
Canada,3/1/20,0
Canada,3/2/20,0
Canada,3/3/20,0
Canada,3/4/20,0
Canada,3/5/20,0
Canada,3/6/20,0
Canada,3/7/20,0
Canada,3/8/20,0
Canada,3/9/20,0
Canada,3/10/20,0
Canada,3/11/20,1
Canada,3/12/20,1
Canada,3/13/20,1
Canada,3/14/20,1
Canada,3/15/20,2
Canada,3/16/20,6
Canada,3/17/20,8
Canada,3/18/20,11
Canada,3/19/20,11
Canada,3/20/20,11
Canada,3/21/20,17
Canada,3/22/20,17
Canada,3/23/20,17
Canada,3/24/20,18
Canada,3/25/20,18
Canada,3/26/20,33
Canada,3/27/20,45
Canada,3/28/20,51
Canada,3/29/20,66
Canada,3/30/20,68
Canada,3/31/20,70
Canada,4/1/20,81
Canada,4/2/20,91
Canada,4/3/20,91
Canada,4/4/20,91
Canada,4/5/20,98
Canada,4/6/20,103
Canada,4/7/20,105
Canada,4/8/20,105
Canada,4/9/20,108
Canada,4/10/20,112
Canada,4/11/20,112
Canada,4/12/20,114
Canada,4/13/20,116
Canada,4/14/20,116
Canada,4/15/20,117
Canada,4/16/20,117
Canada,4/17/20,117
Canada,4/18/20,117
Canada,4/19/20,118
Canada,4/20/20,118
Canada,4/21/20,118
Canada,4/22/20,118
Canada,4/23/20,118
Canada,4/24/20,118
Canada,4/25/20,118
Canada,4/26/20,118
Canada,4/27/20,118
Canada,4/28/20,118
Canada,4/29/20,118
Canada,4/30/20,118
Canada,5/1/20,118
Canada,5/2/20,118
Canada,5/3/20,118
Canada,5/4/20,118
Canada,5/5/20,119
Canada,5/6/20,120
Canada,5/7/20,120
Canada,5/8/20,120
Canada,5/9/20,120
Canada,5/10/20,120
Canada,5/11/20,120
Canada,5/12/20,120
Canada,5/13/20,120
Canada,5/14/20,120
Canada,5/15/20,120
Canada,5/16/20,120
Canada,5/17/20,120
Canada,5/18/20,120
Canada,5/19/20,120
Canada,5/20/20,120
Canada,5/21/20,121
Canada,5/22/20,121
Canada,5/23/20,121
Canada,5/24/20,121
Canada,5/25/20,121
Canada,5/26/20,122
Canada,5/27/20,123
Canada,5/28/20,126
Canada,5/29/20,128
Canada,5/30/20,129
Canada,5/31/20,132
Canada,6/1/20,132
Canada,6/2/20,133
Canada,6/3/20,135
Canada,6/4/20,136
Canada,6/5/20,136
Canada,6/6/20,136
Canada,6/7/20,137
Canada,6/8/20,146
Canada,6/9/20,147
Canada,6/10/20,151
Canada,6/11/20,153
Canada,6/12/20,154
Canada,6/13/20,157
Canada,6/14/20,157
Canada,6/15/20,160
Canada,6/16/20,163
Canada,6/17/20,164
Canada,6/18/20,164
Canada,6/19/20,164
Canada,6/20/20,164
Canada,6/21/20,164
Canada,6/22/20,164
Canada,6/23/20,165
Canada,6/24/20,165
Canada,6/25/20,165
Canada,6/26/20,165
Canada,6/27/20,165
Canada,6/28/20,165
Canada,6/29/20,165
Canada,6/30/20,165
Canada,7/1/20,165
Canada,7/2/20,165
Canada,7/3/20,165
Canada,7/4/20,165
Canada,7/5/20,165
Canada,7/6/20,165
Canada,7/7/20,165
Canada,7/8/20,165
Canada,7/9/20,166
Canada,7/10/20,166
Canada,7/11/20,166
Canada,1/22/20,0
Canada,1/23/20,0
Canada,1/24/20,0
Canada,1/25/20,0
Canada,1/26/20,0
Canada,1/27/20,0
Canada,1/28/20,0
Canada,1/29/20,0
Canada,1/30/20,0
Canada,1/31/20,0
Canada,2/1/20,0
Canada,2/2/20,0
Canada,2/3/20,0
Canada,2/4/20,0
Canada,2/5/20,0
Canada,2/6/20,0
Canada,2/7/20,0
Canada,2/8/20,0
Canada,2/9/20,0
Canada,2/10/20,0
Canada,2/11/20,0
Canada,2/12/20,0
Canada,2/13/20,0
Canada,2/14/20,0
Canada,2/15/20,0
Canada,2/16/20,0
Canada,2/17/20,0
Canada,2/18/20,0
Canada,2/19/20,0
Canada,2/20/20,0
Canada,2/21/20,0
Canada,2/22/20,0
Canada,2/23/20,0
Canada,2/24/20,0
Canada,2/25/20,0
Canada,2/26/20,0
Canada,2/27/20,0
Canada,2/28/20,0
Canada,2/29/20,0
Canada,3/1/20,0
Canada,3/2/20,0
Canada,3/3/20,0
Canada,3/4/20,0
Canada,3/5/20,0
Canada,3/6/20,0
Canada,3/7/20,0
Canada,3/8/20,0
Canada,3/9/20,0
Canada,3/10/20,0
Canada,3/11/20,0
Canada,3/12/20,0
Canada,3/13/20,0
Canada,3/14/20,0
Canada,3/15/20,1
Canada,3/16/20,1
Canada,3/17/20,3
Canada,3/18/20,3
Canada,3/19/20,3
Canada,3/20/20,4
Canada,3/21/20,6
Canada,3/22/20,9
Canada,3/23/20,24
Canada,3/24/20,35
Canada,3/25/20,35
Canada,3/26/20,82
Canada,3/27/20,102
Canada,3/28/20,120
Canada,3/29/20,135
Canada,3/30/20,148
Canada,3/31/20,152
Canada,4/1/20,175
Canada,4/2/20,183
Canada,4/3/20,195
Canada,4/4/20,195
Canada,4/5/20,217
Canada,4/6/20,226
Canada,4/7/20,228
Canada,4/8/20,228
Canada,4/9/20,232
Canada,4/10/20,239
Canada,4/11/20,241
Canada,4/12/20,242
Canada,4/13/20,244
Canada,4/14/20,244
Canada,4/15/20,247
Canada,4/16/20,252
Canada,4/17/20,256
Canada,4/18/20,257
Canada,4/19/20,257
Canada,4/20/20,257
Canada,4/21/20,257
Canada,4/22/20,256
Canada,4/23/20,256
Canada,4/24/20,256
Canada,4/25/20,257
Canada,4/26/20,258
Canada,4/27/20,258
Canada,4/28/20,258
Canada,4/29/20,258
Canada,4/30/20,258
Canada,5/1/20,259
Canada,5/2/20,259
Canada,5/3/20,259
Canada,5/4/20,259
Canada,5/5/20,259
Canada,5/6/20,259
Canada,5/7/20,261
Canada,5/8/20,261
Canada,5/9/20,261
Canada,5/10/20,261
Canada,5/11/20,261
Canada,5/12/20,261
Canada,5/13/20,261
Canada,5/14/20,261
Canada,5/15/20,260
Canada,5/16/20,260
Canada,5/17/20,260
Canada,5/18/20,260
Canada,5/19/20,260
Canada,5/20/20,260
Canada,5/21/20,260
Canada,5/22/20,260
Canada,5/23/20,260
Canada,5/24/20,260
Canada,5/25/20,260
Canada,5/26/20,260
Canada,5/27/20,260
Canada,5/28/20,261
Canada,5/29/20,261
Canada,5/30/20,261
Canada,5/31/20,261
Canada,6/1/20,261
Canada,6/2/20,261
Canada,6/3/20,261
Canada,6/4/20,261
Canada,6/5/20,261
Canada,6/6/20,261
Canada,6/7/20,261
Canada,6/8/20,261
Canada,6/9/20,261
Canada,6/10/20,261
Canada,6/11/20,261
Canada,6/12/20,261
Canada,6/13/20,261
Canada,6/14/20,261
Canada,6/15/20,261
Canada,6/16/20,261
Canada,6/17/20,261
Canada,6/18/20,261
Canada,6/19/20,261
Canada,6/20/20,261
Canada,6/21/20,261
Canada,6/22/20,261
Canada,6/23/20,261
Canada,6/24/20,261
Canada,6/25/20,261
Canada,6/26/20,261
Canada,6/27/20,261
Canada,6/28/20,261
Canada,6/29/20,261
Canada,6/30/20,261
Canada,7/1/20,261
Canada,7/2/20,261
Canada,7/3/20,261
Canada,7/4/20,261
Canada,7/5/20,261
Canada,7/6/20,261
Canada,7/7/20,261
Canada,7/8/20,261
Canada,7/9/20,261
Canada,7/10/20,262
Canada,7/11/20,262
Canada,1/22/20,0
Canada,1/23/20,0
Canada,1/24/20,0
Canada,1/25/20,0
Canada,1/26/20,0
Canada,1/27/20,0
Canada,1/28/20,0
Canada,1/29/20,0
Canada,1/30/20,0
Canada,1/31/20,0
Canada,2/1/20,0
Canada,2/2/20,0
Canada,2/3/20,0
Canada,2/4/20,0
Canada,2/5/20,0
Canada,2/6/20,0
Canada,2/7/20,0
Canada,2/8/20,0
Canada,2/9/20,0
Canada,2/10/20,0
Canada,2/11/20,0
Canada,2/12/20,0
Canada,2/13/20,0
Canada,2/14/20,0
Canada,2/15/20,0
Canada,2/16/20,0
Canada,2/17/20,0
Canada,2/18/20,0
Canada,2/19/20,0
Canada,2/20/20,0
Canada,2/21/20,0
Canada,2/22/20,0
Canada,2/23/20,0
Canada,2/24/20,0
Canada,2/25/20,0
Canada,2/26/20,0
Canada,2/27/20,0
Canada,2/28/20,0
Canada,2/29/20,0
Canada,3/1/20,0
Canada,3/2/20,0
Canada,3/3/20,0
Canada,3/4/20,0
Canada,3/5/20,0
Canada,3/6/20,0
Canada,3/7/20,0
Canada,3/8/20,0
Canada,3/9/20,0
Canada,3/10/20,0
Canada,3/11/20,0
Canada,3/12/20,0
Canada,3/13/20,0
Canada,3/14/20,0
Canada,3/15/20,0
Canada,3/16/20,5
Canada,3/17/20,7
Canada,3/18/20,12
Canada,3/19/20,14
Canada,3/20/20,15
Canada,3/21/20,21
Canada,3/22/20,28
Canada,3/23/20,41
Canada,3/24/20,51
Canada,3/25/20,68
Canada,3/26/20,73
Canada,3/27/20,90
Canada,3/28/20,110
Canada,3/29/20,122
Canada,3/30/20,127
Canada,3/31/20,147
Canada,4/1/20,173
Canada,4/2/20,193
Canada,4/3/20,207
Canada,4/4/20,236
Canada,4/5/20,262
Canada,4/6/20,293
Canada,4/7/20,310
Canada,4/8/20,310
Canada,4/9/20,342
Canada,4/10/20,407
Canada,4/11/20,428
Canada,4/12/20,445
Canada,4/13/20,474
Canada,4/14/20,517
Canada,4/15/20,549
Canada,4/16/20,579
Canada,4/17/20,606
Canada,4/18/20,649
Canada,4/19/20,675
Canada,4/20/20,721
Canada,4/21/20,737
Canada,4/22/20,772
Canada,4/23/20,827
Canada,4/24/20,850
Canada,4/25/20,865
Canada,4/26/20,873
Canada,4/27/20,900
Canada,4/28/20,915
Canada,4/29/20,935
Canada,4/30/20,947
Canada,5/1/20,959
Canada,5/2/20,963
Canada,5/3/20,971
Canada,5/4/20,985
Canada,5/5/20,991
Canada,5/6/20,998
Canada,5/7/20,1007
Canada,5/8/20,1008
Canada,5/9/20,1011
Canada,5/10/20,1018
Canada,5/11/20,1019
Canada,5/12/20,1020
Canada,5/13/20,1024
Canada,5/14/20,1026
Canada,5/15/20,1034
Canada,5/16/20,1037
Canada,5/17/20,1040
Canada,5/18/20,1043
Canada,5/19/20,1044
Canada,5/20/20,1045
Canada,5/21/20,1046
Canada,5/22/20,1048
Canada,5/23/20,1049
Canada,5/24/20,1050
Canada,5/25/20,1051
Canada,5/26/20,1052
Canada,5/27/20,1053
Canada,5/28/20,1055
Canada,5/29/20,1055
Canada,5/30/20,1056
Canada,5/31/20,1056
Canada,6/1/20,1057
Canada,6/2/20,1057
Canada,6/3/20,1058
Canada,6/4/20,1058
Canada,6/5/20,1058
Canada,6/6/20,1058
Canada,6/7/20,1059
Canada,6/8/20,1059
Canada,6/9/20,1060
Canada,6/10/20,1061
Canada,6/11/20,1061
Canada,6/12/20,1061
Canada,6/13/20,1061
Canada,6/14/20,1061
Canada,6/15/20,1061
Canada,6/16/20,1061
Canada,6/17/20,1061
Canada,6/18/20,1061
Canada,6/19/20,1061
Canada,6/20/20,1061
Canada,6/21/20,1061
Canada,6/22/20,1061
Canada,6/23/20,1061
Canada,6/24/20,1061
Canada,6/25/20,1061
Canada,6/26/20,1061
Canada,6/27/20,1061
Canada,6/28/20,1061
Canada,6/29/20,1061
Canada,6/30/20,1062
Canada,7/1/20,1063
Canada,7/2/20,1064
Canada,7/3/20,1064
Canada,7/4/20,1064
Canada,7/5/20,1064
Canada,7/6/20,1065
Canada,7/7/20,1065
Canada,7/8/20,1066
Canada,7/9/20,1066
Canada,7/10/20,1066
Canada,7/11/20,1066
Canada,1/22/20,0
Canada,1/23/20,0
Canada,1/24/20,0
Canada,1/25/20,0
Canada,1/26/20,1
Canada,1/27/20,1
Canada,1/28/20,1
Canada,1/29/20,1
Canada,1/30/20,1
Canada,1/31/20,3
Canada,2/1/20,3
Canada,2/2/20,3
Canada,2/3/20,3
Canada,2/4/20,3
Canada,2/5/20,3
Canada,2/6/20,3
Canada,2/7/20,3
Canada,2/8/20,3
Canada,2/9/20,3
Canada,2/10/20,3
Canada,2/11/20,3
Canada,2/12/20,3
Canada,2/13/20,3
Canada,2/14/20,3
Canada,2/15/20,3
Canada,2/16/20,3
Canada,2/17/20,3
Canada,2/18/20,3
Canada,2/19/20,3
Canada,2/20/20,3
Canada,2/21/20,3
Canada,2/22/20,3
Canada,2/23/20,3
Canada,2/24/20,4
Canada,2/25/20,4
Canada,2/26/20,4
Canada,2/27/20,6
Canada,2/28/20,6
Canada,2/29/20,11
Canada,3/1/20,15
Canada,3/2/20,18
Canada,3/3/20,20
Canada,3/4/20,20
Canada,3/5/20,22
Canada,3/6/20,25
Canada,3/7/20,28
Canada,3/8/20,29
Canada,3/9/20,34
Canada,3/10/20,36
Canada,3/11/20,41
Canada,3/12/20,42
Canada,3/13/20,74
Canada,3/14/20,79
Canada,3/15/20,104
Canada,3/16/20,177
Canada,3/17/20,185
Canada,3/18/20,221
Canada,3/19/20,257
Canada,3/20/20,308
Canada,3/21/20,377
Canada,3/22/20,425
Canada,3/23/20,503
Canada,3/24/20,588
Canada,3/25/20,688
Canada,3/26/20,858
Canada,3/27/20,994
Canada,3/28/20,1144
Canada,3/29/20,1355
Canada,3/30/20,1706
Canada,3/31/20,1966
Canada,4/1/20,2392
Canada,4/2/20,2793
Canada,4/3/20,3255
Canada,4/4/20,3630
Canada,4/5/20,4354
Canada,4/6/20,4347
Canada,4/7/20,4726
Canada,4/8/20,5276
Canada,4/9/20,5759
Canada,4/10/20,6237
Canada,4/11/20,6648
Canada,4/12/20,7049
Canada,4/13/20,7470
Canada,4/14/20,7953
Canada,4/15/20,8447
Canada,4/16/20,9840
Canada,4/17/20,10456
Canada,4/18/20,11013
Canada,4/19/20,11561
Canada,4/20/20,12063
Canada,4/21/20,12715
Canada,4/22/20,13718
Canada,4/23/20,14068
Canada,4/24/20,14550
Canada,4/25/20,15012
Canada,4/26/20,15568
Canada,4/27/20,15970
Canada,4/28/20,16500
Canada,4/29/20,16978
Canada,4/30/20,17395
Canada,5/1/20,17880
Canada,5/2/20,18321
Canada,5/3/20,18574
Canada,5/4/20,19097
Canada,5/5/20,19468
Canada,5/6/20,19910
Canada,5/7/20,20388
Canada,5/8/20,20826
Canada,5/9/20,21148
Canada,5/10/20,21469
Canada,5/11/20,21817
Canada,5/12/20,22158
Canada,5/13/20,22516
Canada,5/14/20,22865
Canada,5/15/20,23258
Canada,5/16/20,23645
Canada,5/17/20,23974
Canada,5/18/20,24286
Canada,5/19/20,24755
Canada,5/20/20,25197
Canada,5/21/20,25595
Canada,5/22/20,26085
Canada,5/23/20,26560
Canada,5/24/20,26897
Canada,5/25/20,27302
Canada,5/26/20,27624
Canada,5/27/20,27943
Canada,5/28/20,28320
Canada,5/29/20,28700
Canada,5/30/20,29023
Canada,5/31/20,29390
Canada,6/1/20,29845
Canada,6/2/20,30259
Canada,6/3/20,30603
Canada,6/4/20,30946
Canada,6/5/20,31359
Canada,6/6/20,31620
Canada,6/7/20,32096
Canada,6/8/20,32395
Canada,6/9/20,32678
Canada,6/10/20,32936
Canada,6/11/20,33173
Canada,6/12/20,33378
Canada,6/13/20,33625
Canada,6/14/20,33806
Canada,6/15/20,33986
Canada,6/16/20,34174
Canada,6/17/20,34382
Canada,6/18/20,34574
Canada,6/19/20,34780
Canada,6/20/20,35044
Canada,6/21/20,35217
Canada,6/22/20,35418
Canada,6/23/20,35657
Canada,6/24/20,35861
Canada,6/25/20,36046
Canada,6/26/20,36151
Canada,6/27/20,36322
Canada,6/28/20,36597
Canada,6/29/20,36823
Canada,6/30/20,36961
Canada,7/1/20,37085
Canada,7/2/20,37242
Canada,7/3/20,37407
Canada,7/4/20,37525
Canada,7/5/20,37653
Canada,7/6/20,37829
Canada,7/7/20,37917
Canada,7/8/20,38079
Canada,7/9/20,38200
Canada,7/10/20,38323
Canada,7/11/20,38398
Canada,1/22/20,0
Canada,1/23/20,0
Canada,1/24/20,0
Canada,1/25/20,0
Canada,1/26/20,0
Canada,1/27/20,0
Canada,1/28/20,0
Canada,1/29/20,0
Canada,1/30/20,0
Canada,1/31/20,0
Canada,2/1/20,0
Canada,2/2/20,0
Canada,2/3/20,0
Canada,2/4/20,0
Canada,2/5/20,0
Canada,2/6/20,0
Canada,2/7/20,0
Canada,2/8/20,0
Canada,2/9/20,0
Canada,2/10/20,0
Canada,2/11/20,0
Canada,2/12/20,0
Canada,2/13/20,0
Canada,2/14/20,0
Canada,2/15/20,0
Canada,2/16/20,0
Canada,2/17/20,0
Canada,2/18/20,0
Canada,2/19/20,0
Canada,2/20/20,0
Canada,2/21/20,0
Canada,2/22/20,0
Canada,2/23/20,0
Canada,2/24/20,0
Canada,2/25/20,0
Canada,2/26/20,0
Canada,2/27/20,0
Canada,2/28/20,0
Canada,2/29/20,0
Canada,3/1/20,0
Canada,3/2/20,0
Canada,3/3/20,0
Canada,3/4/20,0
Canada,3/5/20,0
Canada,3/6/20,0
Canada,3/7/20,0
Canada,3/8/20,0
Canada,3/9/20,0
Canada,3/10/20,0
Canada,3/11/20,0
Canada,3/12/20,0
Canada,3/13/20,0
Canada,3/14/20,0
Canada,3/15/20,1
Canada,3/16/20,1
Canada,3/17/20,1
Canada,3/18/20,1
Canada,3/19/20,2
Canada,3/20/20,2
Canada,3/21/20,2
Canada,3/22/20,3
Canada,3/23/20,3
Canada,3/24/20,3
Canada,3/25/20,5
Canada,3/26/20,5
Canada,3/27/20,9
Canada,3/28/20,11
Canada,3/29/20,11
Canada,3/30/20,18
Canada,3/31/20,21
Canada,4/1/20,21
Canada,4/2/20,22
Canada,4/3/20,22
Canada,4/4/20,22
Canada,4/5/20,22
Canada,4/6/20,22
Canada,4/7/20,22
Canada,4/8/20,25
Canada,4/9/20,25
Canada,4/10/20,25
Canada,4/11/20,25
Canada,4/12/20,25
Canada,4/13/20,25
Canada,4/14/20,25
Canada,4/15/20,26
Canada,4/16/20,26
Canada,4/17/20,26
Canada,4/18/20,26
Canada,4/19/20,26
Canada,4/20/20,26
Canada,4/21/20,26
Canada,4/22/20,26
Canada,4/23/20,26
Canada,4/24/20,26
Canada,4/25/20,26
Canada,4/26/20,26
Canada,4/27/20,26
Canada,4/28/20,27
Canada,4/29/20,27
Canada,4/30/20,27
Canada,5/1/20,27
Canada,5/2/20,27
Canada,5/3/20,27
Canada,5/4/20,27
Canada,5/5/20,27
Canada,5/6/20,27
Canada,5/7/20,27
Canada,5/8/20,27
Canada,5/9/20,27
Canada,5/10/20,27
Canada,5/11/20,27
Canada,5/12/20,27
Canada,5/13/20,27
Canada,5/14/20,27
Canada,5/15/20,27
Canada,5/16/20,27
Canada,5/17/20,27
Canada,5/18/20,27
Canada,5/19/20,27
Canada,5/20/20,27
Canada,5/21/20,27
Canada,5/22/20,27
Canada,5/23/20,27
Canada,5/24/20,27
Canada,5/25/20,27
Canada,5/26/20,27
Canada,5/27/20,27
Canada,5/28/20,27
Canada,5/29/20,27
Canada,5/30/20,27
Canada,5/31/20,27
Canada,6/1/20,27
Canada,6/2/20,27
Canada,6/3/20,27
Canada,6/4/20,27
Canada,6/5/20,27
Canada,6/6/20,27
Canada,6/7/20,27
Canada,6/8/20,27
Canada,6/9/20,27
Canada,6/10/20,27
Canada,6/11/20,27
Canada,6/12/20,27
Canada,6/13/20,27
Canada,6/14/20,27
Canada,6/15/20,27
Canada,6/16/20,27
Canada,6/17/20,27
Canada,6/18/20,27
Canada,6/19/20,27
Canada,6/20/20,27
Canada,6/21/20,27
Canada,6/22/20,27
Canada,6/23/20,27
Canada,6/24/20,27
Canada,6/25/20,27
Canada,6/26/20,27
Canada,6/27/20,27
Canada,6/28/20,27
Canada,6/29/20,27
Canada,6/30/20,27
Canada,7/1/20,27
Canada,7/2/20,27
Canada,7/3/20,27
Canada,7/4/20,30
Canada,7/5/20,32
Canada,7/6/20,32
Canada,7/7/20,32
Canada,7/8/20,32
Canada,7/9/20,33
Canada,7/10/20,33
Canada,7/11/20,33
Canada,1/22/20,0
Canada,1/23/20,0
Canada,1/24/20,0
Canada,1/25/20,0
Canada,1/26/20,0
Canada,1/27/20,0
Canada,1/28/20,0
Canada,1/29/20,0
Canada,1/30/20,0
Canada,1/31/20,0
Canada,2/1/20,0
Canada,2/2/20,0
Canada,2/3/20,0
Canada,2/4/20,0
Canada,2/5/20,0
Canada,2/6/20,0
Canada,2/7/20,0
Canada,2/8/20,0
Canada,2/9/20,0
Canada,2/10/20,0
Canada,2/11/20,0
Canada,2/12/20,0
Canada,2/13/20,0
Canada,2/14/20,0
Canada,2/15/20,0
Canada,2/16/20,0
Canada,2/17/20,0
Canada,2/18/20,0
Canada,2/19/20,0
Canada,2/20/20,0
Canada,2/21/20,0
Canada,2/22/20,0
Canada,2/23/20,0
Canada,2/24/20,0
Canada,2/25/20,0
Canada,2/26/20,0
Canada,2/27/20,0
Canada,2/28/20,1
Canada,2/29/20,1
Canada,3/1/20,1
Canada,3/2/20,1
Canada,3/3/20,1
Canada,3/4/20,1
Canada,3/5/20,2
Canada,3/6/20,2
Canada,3/7/20,3
Canada,3/8/20,4
Canada,3/9/20,4
Canada,3/10/20,4
Canada,3/11/20,8
Canada,3/12/20,9
Canada,3/13/20,17
Canada,3/14/20,17
Canada,3/15/20,24
Canada,3/16/20,50
Canada,3/17/20,74
Canada,3/18/20,94
Canada,3/19/20,121
Canada,3/20/20,139
Canada,3/21/20,181
Canada,3/22/20,219
Canada,3/23/20,628
Canada,3/24/20,1013
Canada,3/25/20,1342
Canada,3/26/20,1632
Canada,3/27/20,2024
Canada,3/28/20,2498
Canada,3/29/20,2840
Canada,3/30/20,3430
Canada,3/31/20,4162
Canada,4/1/20,4611
Canada,4/2/20,5518
Canada,4/3/20,6101
Canada,4/4/20,6101
Canada,4/5/20,7944
Canada,4/6/20,8580
Canada,4/7/20,9340
Canada,4/8/20,10031
Canada,4/9/20,10912
Canada,4/10/20,11677
Canada,4/11/20,12292
Canada,4/12/20,12846
Canada,4/13/20,13557
Canada,4/14/20,14248
Canada,4/15/20,14860
Canada,4/16/20,15857
Canada,4/17/20,16798
Canada,4/18/20,17521
Canada,4/19/20,17950
Canada,4/20/20,19319
Canada,4/21/20,20126
Canada,4/22/20,20965
Canada,4/23/20,21838
Canada,4/24/20,22616
Canada,4/25/20,23267
Canada,4/26/20,24109
Canada,4/27/20,24983
Canada,4/28/20,25761
Canada,4/29/20,26610
Canada,4/30/20,27550
Canada,5/1/20,28656
Canada,5/2/20,29664
Canada,5/3/20,31873
Canada,5/4/20,32631
Canada,5/5/20,33425
Canada,5/6/20,34334
Canada,5/7/20,35249
Canada,5/8/20,36161
Canada,5/9/20,36997
Canada,5/10/20,37732
Canada,5/11/20,38480
Canada,5/12/20,39235
Canada,5/13/20,39940
Canada,5/14/20,40732
Canada,5/15/20,41429
Canada,5/16/20,42192
Canada,5/17/20,42928
Canada,5/18/20,43636
Canada,5/19/20,44206
Canada,5/20/20,44784
Canada,5/21/20,45504
Canada,5/22/20,46150
Canada,5/23/20,46847
Canada,5/24/20,47420
Canada,5/25/20,47993
Canada,5/26/20,48607
Canada,5/27/20,49148
Canada,5/28/20,49711
Canada,5/29/20,50232
Canada,5/30/20,50651
Canada,5/31/20,51059
Canada,6/1/20,51354
Canada,6/2/20,51593
Canada,6/3/20,51884
Canada,6/4/20,52143
Canada,6/5/20,52398
Canada,6/6/20,52624
Canada,6/7/20,52849
Canada,6/8/20,53047
Canada,6/9/20,53185
Canada,6/10/20,53341
Canada,6/11/20,53485
Canada,6/12/20,53666
Canada,6/13/20,53824
Canada,6/14/20,53952
Canada,6/15/20,54054
Canada,6/16/20,54146
Canada,6/17/20,54263
Canada,6/18/20,54383
Canada,6/19/20,54550
Canada,6/20/20,54674
Canada,6/21/20,54766
Canada,6/22/20,54835
Canada,6/23/20,54884
Canada,6/24/20,54937
Canada,6/25/20,55079
Canada,6/26/20,55079
Canada,6/27/20,55079
Canada,6/28/20,55079
Canada,6/29/20,55390
Canada,6/30/20,55458
Canada,7/1/20,55524
Canada,7/2/20,55593
Canada,7/3/20,55682
Canada,7/4/20,55784
Canada,7/5/20,55863
Canada,7/6/20,55937
Canada,7/7/20,55997
Canada,7/8/20,56079
Canada,7/9/20,56216
Canada,7/10/20,56316
Canada,7/11/20,56407
Canada,1/22/20,0
Canada,1/23/20,0
Canada,1/24/20,0
Canada,1/25/20,0
Canada,1/26/20,0
Canada,1/27/20,0
Canada,1/28/20,0
Canada,1/29/20,0
Canada,1/30/20,0
Canada,1/31/20,0
Canada,2/1/20,0
Canada,2/2/20,0
Canada,2/3/20,0
Canada,2/4/20,0
Canada,2/5/20,0
Canada,2/6/20,0
Canada,2/7/20,0
Canada,2/8/20,0
Canada,2/9/20,0
Canada,2/10/20,0
Canada,2/11/20,0
Canada,2/12/20,0
Canada,2/13/20,0
Canada,2/14/20,0
Canada,2/15/20,0
Canada,2/16/20,0
Canada,2/17/20,0
Canada,2/18/20,0
Canada,2/19/20,0
Canada,2/20/20,0
Canada,2/21/20,0
Canada,2/22/20,0
Canada,2/23/20,0
Canada,2/24/20,0
Canada,2/25/20,0
Canada,2/26/20,0
Canada,2/27/20,0
Canada,2/28/20,0
Canada,2/29/20,0
Canada,3/1/20,0
Canada,3/2/20,0
Canada,3/3/20,0
Canada,3/4/20,0
Canada,3/5/20,0
Canada,3/6/20,0
Canada,3/7/20,0
Canada,3/8/20,0
Canada,3/9/20,0
Canada,3/10/20,0
Canada,3/11/20,0
Canada,3/12/20,0
Canada,3/13/20,2
Canada,3/14/20,2
Canada,3/15/20,2
Canada,3/16/20,7
Canada,3/17/20,7
Canada,3/18/20,8
Canada,3/19/20,16
Canada,3/20/20,20
Canada,3/21/20,26
Canada,3/22/20,52
Canada,3/23/20,66
Canada,3/24/20,72
Canada,3/25/20,72
Canada,3/26/20,95
Canada,3/27/20,95
Canada,3/28/20,134
Canada,3/29/20,156
Canada,3/30/20,156
Canada,3/31/20,184
Canada,4/1/20,193
Canada,4/2/20,206
Canada,4/3/20,220
Canada,4/4/20,220
Canada,4/5/20,249
Canada,4/6/20,249
Canada,4/7/20,260
Canada,4/8/20,260
Canada,4/9/20,271
Canada,4/10/20,285
Canada,4/11/20,289
Canada,4/12/20,298
Canada,4/13/20,300
Canada,4/14/20,300
Canada,4/15/20,304
Canada,4/16/20,305
Canada,4/17/20,307
Canada,4/18/20,313
Canada,4/19/20,315
Canada,4/20/20,316
Canada,4/21/20,320
Canada,4/22/20,326
Canada,4/23/20,331
Canada,4/24/20,341
Canada,4/25/20,349
Canada,4/26/20,353
Canada,4/27/20,365
Canada,4/28/20,366
Canada,4/29/20,383
Canada,4/30/20,389
Canada,5/1/20,415
Canada,5/2/20,421
Canada,5/3/20,433
Canada,5/4/20,467
